rank,freq,Nominativ,Genus,"Nominativ Singular","Nominativ Plural","Genitiv Singular","Genitiv Plural","Dativ Singular","Dativ Plural","Akkusativ Singular","Akkusativ Plural",Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
9309,365,Kamm,m,Kamm,"Kämme",Kamms,"Kämme",Kamm,"Kämmen",Kamm,"Kämme","Comb.png|250px|1|Ein blauer '''Kamm'''","","","",""
9311,365,Unentschieden,n,Unentschieden,Unentschieden,Unentschiedens,Unentschieden,Unentschieden,Unentschieden,Unentschieden,Unentschieden,"Bundesarchiv Bild 183-21648-0429, Musial, Schulze.jpg|250px|1|''Unentschieden'' beim Boxen","","","",""
9317,365,Direktorin,f,Direktorin,Direktorinnen,Direktorin,Direktorinnen,Direktorin,Direktorinnen,Direktorin,Direktorinnen,"","","","",""
9319,365,Lenkrad,n,Lenkrad,"Lenkräder",Lenkrades,"Lenkräder",Lenkrad,"Lenkrädern",Lenkrad,"Lenkräder","Renault Vivastella Lenkrad.jpg|250px|1|Lenkrad","","","",""
9320,365,Portemonnaie,n,Portemonnaie,Portemonnaies,Portemonnaies,Portemonnaies,Portemonnaie,Portemonnaies,Portemonnaie,Portemonnaies,"Portemonnæ.JPG|280px|1|ein schwarzes ''Portemonnaie''","","","",""
9326,365,Spielplatz,m,Spielplatz,"Spielplätze",Spielplatzes,"Spielplätze",Spielplatz,"Spielplätzen",Spielplatz,"Spielplätze","Swingset.sized.jpg|250px|1|Typischer Spielplatz unter Bäumen","","","",""
9327,365,Darlehen,n,Darlehen,Darlehen,Darlehens,Darlehen,Darlehen,Darlehen,Darlehen,Darlehen,"","","","",""
9328,364,Pisser,m,Pisser,Pisser,Pissers,Pisser,Pisser,Pissern,Pisser,Pisser,"","","","",""
9330,364,"Ständer",m,"Ständer","Ständer","Ständers","Ständer","Ständer","Ständern","Ständer","Ständer","Fahrradständer Hamburg 07.jpg|mini|1|''Ständer'' für Fahrräder","","","",""
9333,364,Freundlichkeit,f,Freundlichkeit,Freundlichkeiten,Freundlichkeit,Freundlichkeiten,Freundlichkeit,Freundlichkeiten,Freundlichkeit,Freundlichkeiten,"","","","",""
9334,364,Fusion,f,Fusion,Fusionen,Fusion,Fusionen,Fusion,Fusionen,Fusion,Fusionen,"","","","",""
9336,364,Heu,n,Heu,"",Heus,"",Heu,"",Heu,"",GrassHay1.jpg|320px|1|Heu,"","","",""
9337,364,Anfrage,f,Anfrage,Anfragen,Anfrage,Anfragen,Anfrage,Anfragen,Anfrage,Anfragen,"","","","",""
9339,364,Amerikanerin,f,Amerikanerin,Amerikanerinnen,Amerikanerin,Amerikanerinnen,Amerikanerin,Amerikanerinnen,Amerikanerin,Amerikanerinnen,"","","","",""
9340,364,Filmstar,m,Filmstar,Filmstars,Filmstars,Filmstars,Filmstar,Filmstars,Filmstar,Filmstars,"","","","",""
9345,364,Pulli,m,Pulli,Pullis,Pullis,Pullis,Pulli,Pullis,Pulli,Pullis,"","","","",""
9348,363,Buchhaltung,f,Buchhaltung,Buchhaltungen,Buchhaltung,Buchhaltungen,Buchhaltung,Buchhaltungen,Buchhaltung,Buchhaltungen,"&lt;!--füge hier dein Bild ein!--&gt;|mini|1|&lt;!--füge hier deine Beschreibung ein!--&gt;","","","",""
9352,363,Herkules,m,Herkules,Herkulesse,Herkules,Herkulesse,Herkules,Herkulessen,Herkules,Herkulesse,"","","","",""
9356,363,Western,m,Western,Western,Western,Western,Western,Western,Western,Western,"","","","",""
9358,363,Erfinder,m,Erfinder,Erfinder,Erfinders,Erfinder,Erfinder,Erfindern,Erfinder,Erfinder,"","","","",""
9361,363,Bann,m,Bann,Banne,Banns,Banne,Bann,Bannen,Bann,Banne,"","","","",""
9365,363,Ninja,m,Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,Ninja,"","","","",""
9366,363,Sekte,f,Sekte,Sekten,Sekte,Sekten,Sekte,Sekten,Sekte,Sekten,"","","","",""
9367,363,Razzia,f,Razzia,Razzien,Razzia,Razzien,Razzia,Razzien,Razzia,Razzien,"US Army CID raid.jpg|285px|2|US Army CID bei einer ''Razzia''","","","",""
9370,362,Ostern,n,Ostern,Ostern,Ostern,Ostern,Ostern,Ostern,Ostern,Ostern,"","","","",""
9372,362,Kommunist,m,Kommunist,Kommunisten,Kommunisten,Kommunisten,Kommunisten,Kommunisten,Kommunisten,Kommunisten,"","","","",""
9378,362,Arche,f,Arche,Archen,Arche,Archen,Arche,Archen,Arche,Archen,"Noahs Ark.jpg|240px|1|Noahs ''Arche''","","","",""
9380,362,Einbildung,f,Einbildung,Einbildungen,Einbildung,Einbildungen,Einbildung,Einbildungen,Einbildung,Einbildungen,"","","","",""
9381,362,Therapeut,m,Therapeut,Therapeuten,Therapeuten,Therapeuten,Therapeuten,Therapeuten,Therapeuten,Therapeuten,"","","","",""
9389,361,"Köpfchen",n,"Köpfchen","Köpfchen","Köpfchens","Köpfchen","Köpfchen","Köpfchen","Köpfchen","Köpfchen","","","","",""
9400,360,Karate,n,Karate,"",Karate,"",Karate,"",Karate,"","Toyama Kanken.jpg|220px|1|''Karate'' (''Karate''stellung)","","","",""
9404,360,Scan,m,Scan,Scans,Scans,Scans,Scan,Scans,Scan,Scans,"","","","",""
9406,360,Metzger,m,Metzger,Metzger,Metzgers,Metzger,Metzger,Metzgern,Metzger,Metzger,"","Butcher's shop Hong kong.jpg|mini|1|ein ''Metzger'' bei der Arbeit","","",""
9411,359,Einzelhaft,f,Einzelhaft,"",Einzelhaft,"",Einzelhaft,"",Einzelhaft,"","","","","",""
9414,359,Kategorie,f,Kategorie,Kategorien,Kategorie,Kategorien,Kategorie,Kategorien,Kategorie,Kategorien,"","","","",""
9423,358,Riese,m,Riese,Riesen,Riesen,Riesen,Riesen,Riesen,Riesen,Riesen,"","","","",""
9423,358,Riese,f,Riese,Riesen,Riese,Riesen,Riese,Riesen,Riese,Riesen,"Holzriese.JPG|210px|1|eine ''Riese''","","","",""
9427,358,Kappe,f,Kappe,Kappen,Kappe,Kappen,Kappe,Kappen,Kappe,Kappen,"Rembrandt Harmensz. van Rijn 019.jpg|mini|1| Büste eines alten Mannes mit ''Kappe'' (Rembrandt van Rijn)","","","",""
9429,358,Untergrund,m,Untergrund,"Untergründe",Untergrundes,"Untergründe",Untergrund,"Untergründen",Untergrund,"Untergründe","","","","",""
9440,357,Yoga,mn,Yoga,"","","",Yoga,"",Yoga,"","Revolved Lunge.jpg|250px|2|eine Frau, die ''Yoga'' praktiziert","","","",""
9443,357,"Büffel",m,"Büffel","Büffel","Büffels","Büffel","Büffel","Büffeln","Büffel","Büffel","Water buffalo bathing.jpg|210px|1|Badende ''Büffel''","","","",""
9444,357,Kameramann,m,Kameramann,"Kameramänner",Kameramanns,"Kameramänner",Kameramann,"Kameramännern",Kameramann,"Kameramänner","Dreharbeiten zu glutmensch2.jpg|200px|1|Kameramann|","","","",""
9449,357,Lupe,f,Lupe,Lupen,Lupe,Lupen,Lupe,Lupen,Lupe,Lupen,"Lupa.na.encyklopedii.jpg|200px|1|''Lupe'' vor einem Buch","","","",""
9450,357,Waschmaschine,f,Waschmaschine,Waschmaschinen,Waschmaschine,Waschmaschinen,Waschmaschine,Waschmaschinen,Waschmaschine,Waschmaschinen,"Washer.600pix.jpg|230px|1|''Waschmaschine''","","","",""
9451,357,"Frühjahr",n,"Frühjahr","Frühjahre","Frühjahrs","Frühjahre","Frühjahr","Frühjahren","Frühjahr","Frühjahre","Frühling_blühender_Kirschenbaum.jpg|300px|1|[[Sauerkirsche]] (Prunus cerasus) im ''Frühjahr''","","","",""
9452,356,Artillerie,f,Artillerie,Artillerien,Artillerie,Artillerien,Artillerie,Artillerien,Artillerie,Artillerien,"","155fire.jpg|mini|1, 2|''Artillerie'' im Einsatz","Artillerie de campagne allemande pre-1914.jpg|mini|1, 2|Soldaten der ''Artillerie'' mit einem Geschütz","",""
9455,356,Pyjama,mn,Pyjama,Pyjamas,"",Pyjamas,Pyjama,Pyjamas,Pyjama,Pyjamas,Two_piece_pajamas.jpg|200px|1|,"","","",""
9456,356,Lunch,m,Lunch,Lunches,Lunches,Lunches,Lunch,Lunches,Lunch,Lunches,"Good Food always comes in small doses... (4006884559).jpg|220px|1|ein Lunch der französischen Küche im japanischen Stil","","","",""
9457,356,Buh,n,Buh,Buhs,Buhs,Buhs,Buh,Buhs,Buh,Buhs,"","","","",""
9460,356,Schneewittchen,n,Schneewittchen,"",Schneewittchens,"",Schneewittchen,"",Schneewittchen,"","Franz Jüttner Schneewittchen 3.jpg|mini|1|''Schneewittchen'' und die sieben Zwerge","","","",""
9463,356,"Unverschämtheit",f,"Unverschämtheit","Unverschämtheiten","Unverschämtheit","Unverschämtheiten","Unverschämtheit","Unverschämtheiten","Unverschämtheit","Unverschämtheiten","","","","",""
9466,356,Pfennig,m,Pfennig,Pfennige,Pfennigs,Pfennige,Pfennig,Pfennigen,Pfennig,Pfennige,"10-PF-Coin-German.jpg|mini|1|Vorder- und Rückseite einer 10-''Pfennig''-Münze (in Deutscher Mark)","","","",""
9468,356,Stau,m,Stau,Staus,Staus,Staus,Stau,Staus,Stau,Staus,"Stau A13.jpg|200px|1a|Verkehrs''stau'' auf der A13","","","",""
9474,356,Ruck,m,Ruck,Rucke,Rucks,Rucke,Ruck,Rucken,Ruck,Rucke,"","","","",""
9475,356,Portier,m,Portier,Portiers,Portiers,Portiers,Portier,Portiers,Portier,Portiers,"Portier mit Zylinder.JPG|250px|1|ein ''Portier'' in München","","","",""
9476,356,Eintrag,m,Eintrag,"Einträge",Eintrags,"Einträge",Eintrag,"Einträgen",Eintrag,"Einträge","","","","",""
9479,355,Info,f,Info,Infos,Info,Infos,Info,Infos,Info,Infos,"","","","",""
9479,355,Info,n,Info,Infos,Infos,Infos,Info,Infos,Info,Infos,"","","","",""
9485,355,Klick,m,Klick,Klicks,Klicks,Klicks,Klick,Klicks,Klick,Klicks,"","","","",""
9487,355,Yuan,m,Yuan,Yuan,Yuans,Yuan,Yuan,Yuan,Yuan,Yuan,"","","","",""
9490,355,Heimweh,n,Heimweh,"",Heimwehs,"",Heimweh,"",Heimweh,"","","","","",""
9497,354,"Wirbelsäule",f,"Wirbelsäule","Wirbelsäulen","Wirbelsäule","Wirbelsäulen","Wirbelsäule","Wirbelsäulen","Wirbelsäule","Wirbelsäulen","Gray 111 - Vertebral column-coloured.png|100px|1|Die menschliche Wirbelsäule","","","",""
9499,354,Eskorte,f,Eskorte,Eskorten,Eskorte,Eskorten,Eskorte,Eskorten,Eskorte,Eskorten,"Hu Jintao motorcade, Zagreb, Croatia 2009 3.jpg|220px|1|Eine ''Eskorte'' für Hu Jintao in Zagreb, Kroatien 2009","","","",""
9501,354,Wahlkampf,m,Wahlkampf,"Wahlkämpfe",Wahlkampfes,"Wahlkämpfe",Wahlkampf,"Wahlkämpfen",Wahlkampf,"Wahlkämpfe","","","","",""
9507,353,Freilassung,f,Freilassung,Freilassungen,Freilassung,Freilassungen,Freilassung,Freilassungen,Freilassung,Freilassungen,"","","","",""
9513,353,"Beweisstück",n,"Beweisstück","Beweisstücke","Beweisstücks","Beweisstücke","Beweisstück","Beweisstücken","Beweisstück","Beweisstücke","","","","",""
9516,353,"Vorführung",f,"Vorführung","Vorführungen","Vorführung","Vorführungen","Vorführung","Vorführungen","Vorführung","Vorführungen","Fire breathing 2 Luc Viatour.jpg|thumb|1|''Vorführungen'' eines [[Feuerschlucker]]s sind [[spektakulär]].","","","",""
9520,352,Dino,m,Dino,Dinos,Dinos,Dinos,Dino,Dinos,Dino,Dinos,"Feathered Tyrannosaurus model.jpg|thumb|1|Nachbildung eines ''Dinos,'' des Dinosauriers Tyrannosaurus rex","","","",""
9522,352,Kundschaft,f,Kundschaft,Kundschaften,Kundschaft,Kundschaften,Kundschaft,Kundschaften,Kundschaft,Kundschaften,"","","","",""
9525,352,"Kröte",f,"Kröte","Kröten","Kröte","Kröten","Kröte","Kröten","Kröte","Kröten","","Crapaud St Helier Jersey.jpg|mini|1|Skulptur einer ''Kröte''","Bufo bufo.ogv|mini|1|sich [[paarend]]e ''Kröten'' im [[Tümpel]]","",""
9526,352,Bomber,m,Bomber,Bomber,Bombers,Bomber,Bomber,Bombern,Bomber,Bomber,"Boeing B-17G 2 BG dropping bombs.jpg|220px|1|ein B-17 ''Bomber'' beim Bombenabwurf","","","",""
9527,352,Jura,m,Jura,"",Juras,"",Jura,"",Jura,"","","","","",""
9527,352,Jura,0,"",Jura,"","","",Jura,"",Jura,"","","","",""
9527,352,Jura,m,Jura,"",Juras,"",Jura,"",Jura,"","","","","",""
9529,352,Schenkel,m,Schenkel,Schenkel,Schenkels,Schenkel,Schenkel,Schenkeln,Schenkel,Schenkel,"","","","",""
9533,352,Spritztour,f,Spritztour,Spritztouren,Spritztour,Spritztouren,Spritztour,Spritztouren,Spritztour,Spritztouren,"","","","",""
9534,352,Panne,f,Panne,Pannen,Panne,Pannen,Panne,Pannen,Panne,Pannen,"","15-05-23-Berlin-Sachsendamm-Tesla-RalfR-N3S 7354.jpg|mini|1|''Panne'' mit [[liegen]] [[bleiben]] auf dem [[Seitenstreifen]]","Iceland car stuck in river 1972.jpg|mini|1|''Panne'' bei einer Flussdurchquerung in [[Island]]","",""
9539,352,Oberleutnant,m,Oberleutnant,Oberleutnants,Oberleutnants,Oberleutnants,Oberleutnant,Oberleutnants,Oberleutnant,Oberleutnants,"","","","",""
9542,352,Lulu,m,Lulu,Lulus,Lulus,Lulus,Lulu,Lulus,Lulu,Lulus,"","","","",""
9543,352,Treff,n,Treff,Treffs,Treffs,Treffs,Treff,Treffs,Treff,Treffs,"Playing card club 3.svg|150px|1|Beispiel einer Spielkarte in der Farbe ''Treff''","","","",""
9543,352,Treff,m,Treff,Treffs,Treffs,Treffs,Treff,Treffs,Treff,Treffs,"","","","",""
9546,351,Intensivstation,f,Intensivstation,Intensivstationen,Intensivstation,Intensivstationen,Intensivstation,Intensivstationen,Intensivstation,Intensivstationen,"Intensivstation_(01)_2007-03-03.jpg|mini|1|Krankenzimmer einer ''Intensivstation''","","","",""
9547,351,Cut,m,Cut,Cuts,Cuts,Cuts,Cut,Cuts,Cut,Cuts,"","","","",""
9550,351,"Erwägung",f,"Erwägung","Erwägungen","Erwägung","Erwägungen","Erwägung","Erwägungen","Erwägung","Erwägungen","","","","",""
9553,351,Anrufer,m,Anrufer,Anrufer,Anrufers,Anrufer,Anrufer,Anrufern,Anrufer,Anrufer,"ManonPayTelephone.jpg|mini|1|ein ''Anrufer''","","","",""
9555,351,Tang,m,Tang,Tange,Tanges,Tange,Tang,Tangen,Tang,Tange,"","","","",""
9556,351,"Sündenbock",m,"Sündenbock","Sündenböcke","Sündenbocks","Sündenböcke","Sündenbock","Sündenböcken","Sündenbock","Sündenböcke","","","","",""
9558,351,Poster,n,Poster,Poster,Posters,Poster,Poster,Postern,Poster,Poster,"","Che geara.jpg|mini|1|ein typisches ''Poster'' der 1970er","AltC Wikiversity poster.pdf|mini|2| so kann ein wissenschaftliches ''Poster'' aussehen","",""
9560,351,Korn,n,Korn,"Körner",Kornes,"Körner",Korn,"Körnern",Korn,"Körner","","Weizenfeld.jpg|thumb|1| ''Korn'' auf dem Feld, hier ein Weizenfeld","getreide.jpg|300px|2|Getreide: ''Körner'' in drei verschiedenen Ähren","DCB Shooting G3 pictures.jpg|thumb|5|ein G3 mit Kimme und ''Korn''",""
9560,351,Korn,m,Korn,Korn,Korns,Korn,Korn,Korn,Korn,Korn,"Bergarbeitertrinkbranntwein Duerrroehrsdorf.jpg|120px|1| eine Flasche ''Korn,'' Bergarbeiter- trinkbranntwein Duerrroehrsdorf","","","",""
9563,350,Beton,m,Beton,Betons,Betons,Betons,Beton,Betons,Beton,Betons,"","Concrete pouring.jpg|mini|1|Arbeiter betonieren eine Bodenplatte","Pantheon-Kuppel von innen.JPG|mini|1|Kuppel des Pantheon von innen","",""
9566,350,Regenbogen,m,Regenbogen,Regenbogen,Regenbogens,Regenbogen,Regenbogen,Regenbogen,Regenbogen,Regenbogen,"TakakkawFalls2.jpg|280px|1|''Regenbogen'' über den „Takakkaw Falls“, Kanada","","","",""
9567,350,Pate,m,Pate,Paten,Paten,Paten,Paten,Paten,Paten,Paten,"","","","",""
9568,350,Straftat,f,Straftat,Straftaten,Straftat,Straftaten,Straftat,Straftaten,Straftat,Straftaten,"","","","",""
9570,350,Prostitution,f,Prostitution,"",Prostitution,"",Prostitution,"",Prostitution,"","","","","",""
9574,350,Kommandeur,m,Kommandeur,Kommandeure,Kommandeurs,Kommandeure,Kommandeur,Kommandeuren,Kommandeur,Kommandeure,"","","","",""
9579,349,Zusammenbruch,m,Zusammenbruch,"Zusammenbrüche",Zusammenbruchs,"Zusammenbrüche",Zusammenbruch,"Zusammenbrüchen",Zusammenbruch,"Zusammenbrüche","","","","",""
9581,349,"Buße",f,"Buße","Bußen","Buße","Bußen","Buße","Bußen","Buße","Bußen","","","","",""
9583,349,Zane,m,Zane,Zani,Zanes,Zani,Zane,Zani,Zane,Zani,"","","","",""
9584,349,Satellit,m,Satellit,Satelliten,Satelliten,Satelliten,Satelliten,Satelliten,Satelliten,Satelliten,"","TDRS gen2.jpg|mini|1|''Satellit''","","",""
9585,349,Blog,mn,Blog,Blogs,"",Blogs,Blog,Blogs,Blog,Blogs,"Eastcampusfire_glog_crop.png|mini|1|Beispiel eines bebilderten ''Blogs''","","","",""
9586,349,Gummi,mn,Gummi,Gummi,"",Gummi,Gummi,Gummi,Gummi,Gummi,"","","","",""
9589,349,Organismus,m,Organismus,Organismen,Organismus,Organismen,Organismus,Organismen,Organismus,Organismen,"","","","",""
9590,349,Kartell,n,Kartell,Kartelle,Kartells,Kartelle,Kartell,Kartellen,Kartell,Kartelle,"","","","",""
9593,349,"Türkei",f,"Türkei","","Türkei","","Türkei","","Türkei","","LocationTurkey2.png|250px|1|die Lage der ''Türkei''","","","",""
9596,349,Wood,m,Wood,Woods,Woods,Woods,Wood,Woods,Wood,Woods,"","","","",""
9597,349,Mentor,m,Mentor,Mentoren,Mentors,Mentoren,Mentor,Mentoren,Mentor,Mentoren,"","","","",""
9601,349,Klebeband,n,Klebeband,"Klebebänder",Klebebandes,"Klebebänder",Klebeband,"Klebebändern",Klebeband,"Klebebänder","Sticky tape.jpg|150px|1|zwei Rollen ''Klebeband''","","","",""
9602,348,Trommel,f,Trommel,Trommeln,Trommel,Trommeln,Trommel,Trommeln,Trommel,Trommeln,"","DrumMozartRegiment.jpg|mini|1|Eine ''Trommel''","Gulou performance.ogv|miniatur|1|[[einschlagen|Einschlagen]] auf ''Trommeln'' in einem [[Auftritt]]","",""
9606,348,Zwilling,m,Zwilling,Zwillinge,Zwillings,Zwillinge,Zwilling,Zwillingen,Zwilling,Zwillinge,"","Carlson Twins.jpg|mini|1|männliche eineiige ''Zwillinge''","Gemini charta.png|mini|2|das Sternbild der ''Zwillinge''","Staurolite 0028.jpg|mini|4|ein ''Zwillings''kristall",""
9608,348,Beratung,f,Beratung,Beratungen,Beratung,Beratungen,Beratung,Beratungen,Beratung,Beratungen,"","","","",""
9609,348,Fassade,f,Fassade,Fassaden,Fassade,Fassaden,Fassade,Fassaden,Fassade,Fassaden,"","Aulendorf Schloss Fassade.jpg|mini|1|''Fassade'' von Schloss Aulendorf","Saint Étienne-Immeuble Morin-20141110.jpg|mini|1|die ''Fassade'' eines [[Stadthaus]]es","",""
9612,348,Erkenntnis,f,Erkenntnis,Erkenntnisse,Erkenntnis,Erkenntnisse,Erkenntnis,Erkenntnissen,Erkenntnis,Erkenntnisse,"","","","",""
9612,348,Erkenntnis,n,Erkenntnis,Erkenntnisse,Erkenntnisses,Erkenntnisse,Erkenntnis,Erkenntnissen,Erkenntnis,Erkenntnisse,"","","","",""
9614,348,Knete,f,Knete,Kneten,Knete,Kneten,Knete,Kneten,Knete,Kneten,"","Plastilin-ddr.jpg|thumb|1| ''Knete'' aus der DDR","Euro-Banknoten.jpg|thumb|2| jede Menge ''Knete''","",""
9618,347,Richterin,f,Richterin,Richterinnen,Richterin,Richterinnen,Richterin,Richterinnen,Richterin,Richterinnen,"","","","",""
9620,347,Protest,m,Protest,Proteste,Protestes,Proteste,Protest,Protesten,Protest,Proteste,"","","","",""
9621,347,Mittelalter,n,Mittelalter,"",Mittelalters,"",Mittelalter,"",Mittelalter,"","","","","",""
9622,347,Schnur,f,Schnur,"Schnüre",Schnur,"Schnüre",Schnur,"Schnüren",Schnur,"Schnüre","","Bindfaden 1.jpg|mini|1|''Schnur'' aus Hanf","Jumper cables.jpg|mini|2|''Schnur''","Lakrids ubt B.jpeg|mini|3|''Schnur'' aus Lakritze",""
9622,347,Schnur,f,Schnur,Schnuren,Schnur,Schnuren,Schnur,Schnuren,Schnur,Schnuren,"","","","",""
9629,347,Kar,n,Kar,Kare,Kars,Kare,Kar,Karen,Kar,Kare,"","","","",""
9630,347,Komplize,m,Komplize,Komplizen,Komplizen,Komplizen,Komplizen,Komplizen,Komplizen,Komplizen,"","","","",""
9631,347,Waise,fm,Waise,Waisen,"",Waisen,Waise,Waisen,Waise,Waisen,"Thomas Benjamin Kennington - Orphans.jpg|mini|1|„Orphans“ (1885) von [[w:en:Thomas Benjamin Kennington|Thomas Benjamin Kennington]] zeigt zwei ''Waisen''","","Uroš_Predić_-_Siroče.jpg|mini|1|„Siroče na majčinom grobu“ (1888) von [[w:Uroš Predić|Uroš Predić]] stellt eine ''Waise'' am Grab der Mutter dar","",""
9633,347,Nachschub,m,Nachschub,"Nachschübe",Nachschubs,"Nachschübe",Nachschub,"Nachschüben",Nachschub,"Nachschübe","","","","",""
9636,347,Kutscher,m,Kutscher,Kutscher,Kutschers,Kutscher,Kutscher,Kutschern,Kutscher,Kutscher,"DBPB 1969 332 Christian Wilhelm Allers Pferdeomnibus.jpg|200px|1|Ein ''Kutscher'' auf einer Briefmarke","","","",""
9638,347,Joghurt,fm,Joghurt,Joghurts,"",Joghurts,Joghurt,Joghurts,Joghurt,Joghurts,"Cacik-1.jpg|mini|1|ein Schälchen türkischen ''Joghurts''","","","",""
9641,347,Puzzle,n,Puzzle,Puzzles,Puzzles,Puzzles,Puzzle,Puzzles,Puzzle,Puzzles,"Jigsaw puzzle 01 by Scouten.jpg|mini|1|ein ''Puzzle''","","","",""
9645,346,Abseits,n,Abseits,Abseits,Abseits,Abseits,Abseits,Abseits,Abseits,Abseits,"","","","",""
9646,346,Pelz,m,Pelz,Pelze,Pelzes,Pelze,Pelz,Pelzen,Pelz,Pelze,"","Dyed squirrel bellies, 2011.jpg|170px|1|''Pelze'' von Eichhörnchen","Blueback fur-coat back.jpg|170px|2|eine Frau im ''Pelz''","Botryotinia fuckeliana on Capsicum annuum, grauwe schimmel op paprika.jpg|170px|4|ein ''Pelz'' von Schimmel auf einer Paprika",""
9650,346,Ansprache,f,Ansprache,Ansprachen,Ansprache,Ansprachen,Ansprache,Ansprachen,Ansprache,Ansprachen,"","","","",""
9651,346,"Frühe",f,"Frühe","","Frühe","","Frühe","","Frühe","","","","","",""
9653,346,Versorgung,f,Versorgung,Versorgungen,Versorgung,Versorgungen,Versorgung,Versorgungen,Versorgung,Versorgungen,"","","","",""
9656,346,Feuerwehrmann,m,Feuerwehrmann,"Feuerwehrmänner",Feuerwehrmanns,"Feuerwehrmänner",Feuerwehrmann,"Feuerwehrmännern",Feuerwehrmann,"Feuerwehrmänner","Strażak.JPG|180px|1| Ein polnischer ''Feuerwehrmann'' vor einem Einsatzfahrzeug","","","",""
9657,346,"Bücherei",f,"Bücherei","Büchereien","Bücherei","Büchereien","Bücherei","Büchereien","Bücherei","Büchereien","Bibliotecaestantes.jpg|200px|1|''Bücherei''","","","",""
9658,346,Quarterback,m,Quarterback,Quarterbacks,Quarterbacks,Quarterbacks,Quarterback,Quarterbacks,Quarterback,Quarterbacks,"","","","",""
9659,346,Tablett,n,Tablett,Tabletts,Tabletts,Tabletts,Tablett,Tabletts,Tablett,Tabletts,"Tray.agr.jpg|mini|1|''Tablett'' aus Plastik","","","",""
9663,346,Engagement,n,Engagement,Engagements,Engagements,Engagements,Engagement,Engagements,Engagement,Engagements,"","","","",""
9666,345,"Migräne",f,"Migräne","Migränen","Migräne","Migränen","Migräne","Migränen","Migräne","Migränen","","","","",""
9668,345,GmbH,f,GmbH,GmbHs,GmbH,GmbHs,GmbH,GmbHs,GmbH,GmbHs,"","","","",""
9669,345,Wikinger,m,Wikinger,Wikinger,Wikingers,Wikinger,Wikinger,Wikingern,Wikinger,Wikinger,"Carlb-ansemeadows-vinland-02.jpg|260px|1|Mann, der wie ein ''Wikinger'' gekleidet ist","","","",""
9676,345,Biologie,f,Biologie,"",Biologie,"",Biologie,"",Biologie,"","","","","",""
9678,345,Pegasus,m,Pegasus,"",Pegasus,"",Pegasus,"",Pegasus,"","Pegaz Opera Poznań.jpg|mini|1|''Pegasus'' auf der Oper von Posen (Polen)","","","",""
9681,345,Beck,m,Beck,Becke,Becks,Becke,Beck,Becken,Beck,Becke,"","","","",""
9682,345,Express,m,Express,Expresse,Expresses,Expresse,Express,Expressen,Express,Expresse,"","","","",""
9683,345,Potential,n,Potential,Potentiale,Potentials,Potentiale,Potential,Potentialen,Potential,Potentiale,"","","","",""
9690,344,Ellbogen,m,Ellbogen,Ellbogen,Ellbogens,Ellbogen,Ellbogen,Ellbogen,Ellbogen,Ellbogen,"Elbow coude.JPG|340px|1|ein ''Ellbogen''","","","",""
9694,344,Telefonbuch,n,Telefonbuch,"Telefonbücher",Telefonbuchs,"Telefonbücher",Telefonbuch,"Telefonbüchern",Telefonbuch,"Telefonbücher","","","","",""
9695,344,Pinguin,m,Pinguin,Pinguine,Pinguins,Pinguine,Pinguin,Pinguinen,Pinguin,Pinguine,"Emperor penguins.jpg|230px|1|''Pinguine''","","","",""
9697,344,Flyer,m,Flyer,Flyer,Flyers,Flyer,Flyer,Flyern,Flyer,Flyer,"Flyers sobe 2.jpg|180px|1|''Flyer'' als Müll auf der Straße","","","",""
9698,344,Seminar,n,Seminar,Seminare,Seminars,Seminare,Seminar,Seminaren,Seminar,Seminare,"","","","",""
9703,344,Grausamkeit,f,Grausamkeit,Grausamkeiten,Grausamkeit,Grausamkeiten,Grausamkeit,Grausamkeiten,Grausamkeit,Grausamkeiten,"","","","",""
9705,344,Dirk,f,Dirk,Dirken,Dirk,Dirken,Dirk,Dirken,Dirk,Dirken,"","Dirk (Sailing).jpg|thumb|1|Die ''Dirk'' ([[rot]]er [[Pfeil]]) [[halten|hält]] den [[Großbaum]] auch ohne [[Großsegel]] [[waagerecht]].","","",""
